# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: displacment_2D
# Creation date: 04/03/2025 16:41:45
# 
# 04/03/2025 16:41:45
# The parameters defined in the project are:
# ,P1 - Dynamic_Model_2D@Split Line2 Thickness [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,0.025
