Node Number	Directional Deformation (µm)
5498	1.3787e-002
5499	1.5991e-002
5500	9.1446e-003
5501	2.1518e-003
5502	4.0279e-002
5503	5.5665e-002
5504	6.4234e-004
5505	0.31193
5506	0.21291
5507	0.15485
5508	0.18554
5509	0.37942
5510	0.81171
5511	0.74448
5512	0.65511
5513	0.62098
5514	0.80019
5515	0.942
5516	0.99289
5517	1.0197
5518	0.93409
5519	1.043
5520	1.0433
5521	1.0339
5522	1.0432
5523	0.9819
5524	0.94365
5525	0.99133
5526	0.93714
5527	0.95536
5528	1.0212
5529	0.99192
5530	1.7878
5531	1.5256
5532	1.9903
5533	1.5324
5534	3.0943
5535	2.6921
5536	2.9685
5537	2.9133
5538	3.3393
5539	3.4468
5540	3.4005
5541	3.5742
5542	3.5753
5543	3.5613
5544	3.5558
5545	3.5799
5546	3.5822
5547	3.5813
5548	3.572
5549	3.5703
5550	3.4475
5551	3.5412
5552	3.5591
5553	3.296
5554	2.5165
5555	2.8952
5556	2.872
5557	2.6503
5558	1.1241
5559	0.65712
5560	1.2111
5561	0.59964
5562	0.19575
5563	1.5373e-002
5564	-2.92e-002
5565	0.16047
5566	-4.741e-002
5567	-5.6427e-002
5568	-1.9998e-002
5569	3.9207e-002
5570	3.9615e-002
5571	3.9001e-002
5572	1.3992e-002
5573	2.5843e-002
5574	2.1355e-002
5575	-3.2856e-003
5576	-1.1263e-002
5577	-2.5472e-002
5578	-2.5364e-002
5579	-2.6363e-002
5580	-2.7842e-002
5581	-3.0799e-002
5582	-3.1981e-002
5583	-3.1722e-002
5584	-2.9319e-002
5585	-1.4661e-002
5586	-8.2016e-003
5587	-1.9135e-002
5588	-5.5752e-003
5589	9.8381e-003
5590	1.9734e-002
5591	5.3824e-003
5592	5.0106e-002
5593	4.5308e-002
5594	3.5836e-002
5595	5.1152e-002
5596	0.96806
5597	1.2244
5598	0.93404
5599	1.0924
5600	1.1319
5601	1.2659
5602	0.96681
5603	1.5777
5604	0.88486
5605	-1.962e-002
5606	-2.1445e-002
5607	-3.3268e-002
5608	-2.7236e-002
5609	-3.4064e-002
5610	-3.0749e-002
5611	-2.2301e-002
5612	-3.0838e-002
5613	0.46107
5614	0.41359
5615	0.60855
5616	0.55673
5617	0.56455
5618	0.48319
5619	0.65675
5620	0.30235
5621	0.52003
5622	0.46724
5623	0.55024
5624	0.54539
5625	0.62027
5626	0.47693
5627	0.62072
5628	0.5756
5629	0.46135
5630	0.44736
5631	0.41713
5632	0.53198
5633	0.50887
5634	0.49718
5635	0.49352
5636	1.134e-002
5637	1.1664e-002
5638	6.5277e-003
5639	6.6089e-003
5640	8.6731e-003
5641	8.69e-003
5642	6.4862e-003
5643	1.1469e-002
5644	0.45519
5645	0.56587
5646	0.48763
5647	0.41705
5648	0.56162
5649	0.38526
5650	0.36391
5651	0.56326
5652	0.32793
5653	0.40304
5654	0.54628
5655	0.4806
5656	0.42854
5657	0.50608
5658	0.48241
5659	0.24459
5660	0.18626
5661	0.20355
5662	0.24665
5663	0.21131
5664	0.2615
5665	0.2799
5666	4.7408e-003
5667	4.9895e-003
5668	6.7977e-003
5669	6.5274e-003
5670	6.1513e-003
5671	5.4681e-003
5672	6.2936e-003
5673	4.756e-003
5674	-1.5245e-002
5675	-1.4876e-002
5676	-9.8626e-003
5677	-1.1567e-002
5678	-1.1373e-002
5679	-1.3821e-002
5680	-1.2583e-002
5681	-9.2763e-003
5682	6.1021e-002
5683	8.72e-002
5684	6.1736e-002
5685	7.5569e-002
5686	9.0933e-002
5687	7.5577e-002
5688	8.8254e-002
5689	6.9089e-002
5690	4.6173e-002
5691	8.262e-003
5692	1.14e-002
5693	9.2161e-003
5694	1.0644e-002
5695	8.2965e-003
5696	1.0799e-002
5697	9.1331e-003
5698	7.2936e-003
5699	8.1195e-002
5700	7.1868e-002
5701	7.3958e-002
5702	7.4729e-002
5703	7.9437e-002
5704	8.3654e-002
5705	8.113e-002
5706	7.0384e-002
5707	0.80389
5708	0.56469
5709	0.6392
5710	0.64426
5711	0.77444
5712	0.88062
5713	0.90478
5714	0.51456
5715	0.80198
5716	0.67608
5717	0.75032
5718	0.87548
5719	0.67576
5720	0.68506
5721	2.0968
5722	2.4238
5723	2.286
5724	1.9893
5725	2.0817
5726	2.3576
5727	2.25
5728	1.494
5729	1.4399
5730	1.3014
5731	1.8596
5732	1.8039
5733	1.6797
5734	1.5045
5735	1.9406
5736	1.1499
5737	-3.3285e-003
5738	-6.194e-003
5739	1.2486e-002
5740	-1.2448e-002
5741	1.5046e-002
5742	6.2895e-003
5743	7.2256e-003
5744	3.2458e-002
5745	3.2188e-002
5746	3.1425e-002
5747	3.2086e-002
5748	3.3526e-002
5749	3.156e-002
5750	4.3913e-003
5751	1.9107e-002
5752	-5.9372e-003
5753	-9.1903e-003
5754	2.0731e-002
5755	-9.4918e-003
5756	6.1654e-003
5757	-2.3857e-003
5758	1.5012e-002
5759	2.2605e-002
5760	4.1847e-002
5761	1.7708e-002
5762	3.97e-002
5763	7.5212e-003
5764	4.3128e-002
5765	1.1214
5766	0.9237
5767	1.1024
5768	0.91623
5769	1.0428
5770	1.013
5771	0.8432
5772	0.8186
5773	3.8385e-003
5774	1.8881e-002
5775	3.6271e-002
5776	2.101e-002
5777	3.8962e-002
5778	9.5895e-003
5779	1.9807e-002
5780	3.2587e-002
5781	7.0808e-002
5782	5.0638e-002
5783	7.0737e-002
5784	5.236e-002
5785	3.6817e-002
5786	2.6716e-002
5787	4.0067e-002
5788	8.4608e-002
5789	0.94222
5790	0.96157
5791	0.92353
5792	0.92933
5793	0.96447
5794	0.9339
5795	0.5583
5796	0.52242
5797	0.43825
5798	0.50978
5799	0.40898
5800	0.43403
5801	0.5537
5802	0.48064
5803	2.2512e-002
5804	1.312e-002
5805	2.9405e-002
5806	3.3113e-002
5807	1.3731e-002
5808	3.4295e-002
5809	1.9242e-002
5810	2.668e-002
5811	8.8313e-003
5812	4.4947e-003
5813	1.2731e-002
5814	1.3577e-002
5815	9.1435e-003
5816	1.5489e-002
5817	3.7777e-003
5818	-4.0238e-003
5819	1.3924e-002
5820	1.03e-002
5821	1.7891e-002
5822	3.8667e-003
5823	9.3691e-003
5824	-5.2314e-003
5825	-7.8684e-003
5826	1.3425e-002
5827	-7.6921e-003
5828	-2.7147e-003
5829	1.7553e-003
5830	0.76671
5831	0.83494
5832	1.0428
5833	0.82818
5834	1.0168
5835	0.95014
5836	0.9318
5837	0.78449
5838	0.79373
5839	0.95576
5840	0.98587
5841	0.81026
5842	0.84923
5843	0.89177
5844	1.0409
5845	0.78526
5846	0.85656
5847	1.1191
5848	1.0549
5849	0.85089
5850	1.0598
5851	0.86301
5852	0.94284
5853	0.93332
5854	1.1336
5855	0.84449
5856	3.8723e-002
5857	3.2129e-002
5858	2.0366e-002
5859	1.6893e-002
5860	1.2452e-002
5861	3.8865e-002
5862	2.9797e-002
5863	0.50572
5864	0.35325
5865	0.52827
5866	0.39248
5867	0.46791
5868	0.3926
5869	0.54757
5870	0.30456
5871	0.5306
5872	0.40019
5873	0.40944
5874	0.48799
5875	0.44183
5876	0.45532
5877	0.51498
5878	0.54233
5879	0.33821
5880	0.47947
5881	5.3665e-003
5882	4.6686e-003
5883	1.0434e-002
5884	1.3486e-002
5885	3.4688e-003
5886	1.3307e-002
5887	9.1435e-003
5888	1.0448e-002
5889	-9.612e-003
5890	-9.6419e-003
5891	-8.2641e-003
5892	-8.9579e-003
5893	-8.9096e-003
5894	-9.3584e-003
5895	-8.0714e-003
5896	-9.4611e-003
5897	1.1994e-002
5898	9.4547e-003
5899	1.1905e-002
5900	1.2929e-002
5901	9.897e-003
5902	1.2632e-002
5903	1.0625e-002
5904	1.1603e-002
5905	-1.3686e-003
5906	1.3351e-002
5907	-2.6149e-003
5908	-1.0438e-002
5909	1.0363e-002
5910	1.3948e-002
5911	-1.2751e-002
5912	1.3953e-002
5913	-2.0643e-003
5914	0.1345
5915	0.13057
5916	0.11946
5917	0.10655
5918	0.14047
5919	0.11068
5920	0.11281
5921	0.11198
5922	8.8441e-002
5923	9.3791e-002
5924	7.8513e-002
5925	8.4922e-002
5926	8.3642e-002
5927	8.9327e-002
5928	8.1058e-002
5929	9.0279e-002
5930	7.8145e-002
5931	7.7774e-002
5932	9.1072e-002
5933	5.4638e-003
5934	4.5206e-003
5935	6.873e-003
5936	5.3756e-003
5937	8.1992e-003
5938	5.0688e-003
5939	4.6314e-003
5940	2.2111e-002
5941	2.2602e-002
5942	1.9494e-002
5943	2.2098e-002
5944	2.079e-002
5945	2.0465e-002
5946	2.2064e-002
5947	2.0721e-002
5948	2.2364e-002
5949	7.7617e-003
5950	1.2272e-002
5951	3.329e-003
5952	5.4132e-003
5953	6.7973e-003
5954	3.5579e-003
5955	1.3822e-002
5956	1.9622e-003
5957	8.7624e-003
5958	1.0602e-002
5959	1.3915e-002
5960	6.2245e-003
5961	1.2842e-002
5962	6.4054e-003
5963	8.7342e-003
5964	7.9713e-003
5965	1.0338e-002
5966	1.8326e-002
5967	1.5935e-002
5968	1.8751e-002
5969	2.0976e-002
5970	1.6627e-002
5971	2.1855e-002
5972	1.4879e-002
5973	1.2654e-002
5974	1.9411e-002
5975	2.8603e-002
5976	1.9314e-002
5977	-1.375e-003
5978	3.4812e-002
5979	1.314e-002
5980	2.7114e-002
5981	-7.045e-003
5982	1.8494e-002
5983	-6.3774e-002
5984	-6.961e-002
5985	-3.7951e-002
5986	-4.4783e-002
5987	-5.5135e-002
5988	-2.5436e-002
5989	-6.5706e-002
5990	3.1807e-002
5991	-7.2363e-002
5992	1.6005
5993	1.5084
5994	1.3
5995	1.2539
5996	1.5333
5997	1.3968
5998	1.1594
5999	1.7221
6000	1.1347
6001	6.0061e-002
6002	4.6566e-002
6003	5.4735e-002
6004	6.9433e-002
6005	8.3186e-002
6006	8.6844e-002
6007	4.9794e-002
6008	5.3693e-002
6009	1.6549e-002
6010	5.111e-002
6011	4.899e-002
6012	3.2127e-002
6013	3.3938e-002
6014	2.275e-002
6015	5.2848e-002
6016	5.4393e-002
6017	8.2116e-003
6018	3.3818e-002
6019	5.9526e-003
6020	4.2645e-003
6021	4.4003e-003
6022	3.0254e-003
6023	3.2272e-003
6024	3.2915e-003
6025	4.4873e-003
6026	4.866e-002
6027	2.5997e-002
6028	3.1942e-002
6029	4.0973e-002
6030	2.057e-002
6031	4.5946e-002
6032	2.8513e-002
6033	1.5381
6034	1.7331
6035	1.2675
6036	1.3597
6037	1.5902
6038	1.706
6039	1.9124
6040	1.1585
6041	1.3712
6042	1.6718
6043	1.2075
6044	1.26
6045	1.7587
6046	1.5874
6047	1.6569
6048	0.53507
6049	0.4407
6050	0.65386
6051	0.67868
6052	0.49523
6053	0.60678
6054	0.44529
6055	0.60687
6056	0.32116
6057	0.70182
6058	6.0054e-002
6059	3.525e-002
6060	4.8972e-002
6061	5.4448e-002
6062	3.3643e-002
6063	3.1445e-002
6064	5.4478e-002
6065	2.2834e-002
6066	1.5111
6067	1.708
6068	1.7376
6069	1.466
6070	1.4389
6071	1.6301
6072	1.8495
6073	1.7587
6074	0.15689
6075	0.32766
6076	0.23513
6077	0.31588
6078	0.21907
6079	0.17794
6080	0.21192
6081	0.10659
6082	0.13413
6083	0.14042
6084	0.20148
6085	0.18982
6086	0.22717
6087	0.10177
6088	0.17309
6089	2.8606e-002
6090	0.25336
6091	0.36087
6092	0.28254
6093	0.1907
6094	0.3232
6095	0.16838
6096	0.23282
6097	0.20043
6098	0.64033
6099	0.58886
6100	0.41723
6101	0.47358
6102	0.57117
6103	0.38818
6104	0.48824
6105	0.63169
6106	0.34739
6107	2.5767
6108	2.4337
6109	2.6719
6110	2.4586
6111	2.5536
6112	2.6563
6113	2.4507
6114	2.7427
6115	3.5023e-002
6116	3.9133e-002
6117	3.8655e-002
6118	4.5965e-002
6119	4.5049e-002
6120	4.9153e-002
6121	3.5264e-002
6122	4.0869e-002
6123	1.1948e-002
6124	6.4838e-003
6125	7.817e-003
6126	1.6757e-002
6127	1.212e-002
6128	1.58e-002
6129	2.852e-002
6130	1.8867e-002
6131	-5.1412e-004
6132	6.0885e-002
6133	5.4804e-002
6134	4.7891e-002
6135	5.5348e-002
6136	5.9999e-002
6137	4.8578e-002
6138	4.8609e-002
6139	6.6426e-002
6140	4.9103e-002
6141	4.2004e-002
6142	5.6677e-002
6143	3.731e-002
6144	5.2557e-002
6145	4.8046e-002
6146	3.6799e-002
6147	3.1503e-002
6148	7.0298e-002
6149	2.7403e-002
6150	5.3795e-002
6151	9.8851e-003
6152	8.2936e-003
6153	1.1794e-002
6154	1.241e-002
6155	1.1359e-002
6156	8.5202e-003
6157	9.8221e-003
6158	1.3419e-002
6159	7.0105e-003
6160	1.389e-002
6161	1.1919e-002
6162	1.267e-002
6163	9.373e-003
6164	1.0229e-002
6165	1.0768e-002
6166	1.3116e-002
6167	1.0154e-002
6168	2.8429e-003
6169	3.982e-003
6170	2.0722e-003
6171	2.091e-003
6172	3.1235e-003
6173	3.7282e-003
6174	2.4797e-003
6175	3.7471e-003
6176	1.5943e-003
6177	3.3326e-003
6178	1.8463e-003
6179	2.7581e-004
6180	1.7477e-004
6181	-4.3766e-004
6182	-1.0286e-004
6183	-1.6223e-004
6184	-3.402e-004
6185	-2.6691e-004
6186	4.1287e-004
6187	-2.6187e-004
6188	8.3529e-002
6189	8.0767e-002
6190	9.5799e-002
6191	0.10107
6192	8.7006e-002
6193	9.5522e-002
6194	7.7306e-002
6195	7.2752e-002
6196	0.10744
6197	1.2656e-002
6198	4.7399e-003
6199	4.8658e-003
6200	8.2839e-003
6201	1.097e-002
6202	6.7364e-003
6203	0.1004
6204	0.11523
6205	0.1065
6206	0.13559
6207	0.12575
6208	0.11076
6209	5.6242e-003
6210	2.8535e-003
6211	7.9709e-003
6212	7.269e-003
6213	4.8207e-003
6214	3.4042e-003
6215	5.9937e-003
6216	-1.6078e-002
6217	-2.2588e-002
6218	-1.3426e-002
6219	-1.488e-002
6220	-2.2082e-002
6221	-1.8513e-002
6222	-2.028e-002
6223	-2.3346e-002
6224	-4.8074e-003
6225	5.956e-003
6226	-3.0924e-003
6227	-1.025e-002
6228	5.2419e-003
6229	-4.6999e-004
6230	-7.8468e-003
6231	-4.054e-003
6232	-2.407e-003
6233	-1.5111e-002
6234	-1.1593e-002
6235	-1.6815e-002
6236	-9.6913e-003
6237	-1.2558e-002
6238	-8.0248e-003
6239	2.8364e-002
6240	9.6981e-003
6241	4.838e-002
6242	3.2937e-002
6243	1.6924e-002
6244	4.2238e-002
6245	1.6094e-002
6246	6.3435e-003
6247	-3.7295e-003
6248	-4.2092e-003
6249	-1.9254e-003
6250	-9.0563e-004
6251	-2.6959e-003
6252	-1.193e-003
6253	-4.8038e-003
6254	-6.1609e-003
6255	2.2598e-004
6256	3.0297e-003
6257	5.81e-003
6258	4.9056e-003
6259	3.0106e-003
6260	5.1893e-003
6261	4.0315e-003
6262	2.5896e-003
6263	4.9951e-003
6264	8.2958e-003
6265	7.428e-003
6266	8.2214e-003
6267	6.9116e-003
6268	7.3525e-003
6269	9.3754e-003
6270	7.3921e-003
6271	6.299e-003
6272	6.7267e-003
6273	8.6399e-003
6274	8.395e-003
6275	7.6633e-003
6276	7.342e-003
6277	6.237e-003
6278	9.0934e-003
6279	7.2437e-003
6280	0.44428
6281	0.52675
6282	0.51199
6283	0.45615
6284	0.54906
6285	0.47381
6286	0.54664
6287	0.42196
6288	0.56688
6289	5.6092e-002
6290	6.7398e-002
6291	8.8856e-002
6292	9.4488e-002
6293	5.3159e-002
6294	5.2116e-002
6295	7.1803e-002
6296	0.11001
6297	4.4992e-002
6298	0.14468
6299	0.18868
6300	0.12342
6301	0.1309
6302	0.19871
6303	0.20552
6304	0.16321
6305	0.11359
6306	0.17829
6307	4.4886e-003
6308	8.4564e-003
6309	1.1242e-002
6310	1.6207e-002
6311	1.4122e-002
6312	5.6614e-003
6313	6.818e-003
6314	1.1612
6315	1.0985
6316	1.0554
6317	0.94718
6318	0.98844
6319	0.92284
6320	1.1836
6321	1.0945
6322	0.22664
6323	0.11003
6324	0.11645
6325	0.2277
6326	0.16973
6327	0.16308
6328	0.20137
6329	0.28703
6330	0.26707
6331	0.40101
6332	0.34729
6333	0.30879
6334	0.36839
6335	0.41108
6336	0.2856
6337	2.6431e-002
6338	3.863e-002
6339	4.3632e-002
6340	3.8438e-002
6341	2.8226e-002
6342	2.5451e-002
6343	3.3392e-002
6344	5.9572e-002
6345	2.1039e-002
6346	0.28365
6347	0.40476
6348	0.26634
6349	0.31038
6350	0.43253
6351	0.38434
6352	0.33997
6353	0.50123
6354	0.24493
6355	1.5591
6356	1.6637
6357	1.7395
6358	1.532
6359	1.7046
6360	1.5949
6361	1.5191
6362	0.14406
6363	0.15688
6364	0.10393
6365	0.1209
6366	9.8601e-002
6367	9.0294e-002
6368	0.16128
6369	0.14951
6370	0.25243
6371	0.23337
6372	0.13513
6373	0.18
6374	0.19034
6375	0.31379
6376	9.7879e-002
6377	1.32e-002
6378	1.7212e-002
6379	1.2536e-002
6380	1.3946e-002
6381	1.7944e-002
6382	1.6271e-002
6383	1.5046e-002
6384	9.3957e-003
6385	1.631e-002
6386	1.675e-002
6387	1.1761e-002
6388	-1.5225e-002
6389	-1.6003e-002
6390	-1.5562e-002
6391	-1.1567e-002
6392	-1.3211e-002
6393	-1.0068e-002
6394	-1.1834e-002
6395	-9.158e-003
6396	-1.5383e-002
6397	-2.3537e-003
6398	-9.3191e-004
6399	-4.0499e-003
6400	-2.3777e-003
6401	-3.8311e-003
6402	-8.4956e-004
6403	-5.5984e-003
6404	-5.5504e-003
6405	-7.5469e-003
6406	-7.9548e-003
6407	-6.1166e-003
6408	-7.4131e-003
6409	-6.2467e-003
6410	-7.2965e-003
6411	0.65296
6412	0.68378
6413	0.75054
6414	0.69843
6415	0.75692
6416	0.64292
6417	0.72419
6418	0.77015
6419	0.61818
6420	5.763e-002
6421	6.1555e-002
6422	2.7438e-002
6423	7.8024e-002
6424	8.4835e-002
6425	4.0455e-002
6426	4.5153e-002
6427	9.9608e-002
6428	1.1424e-002
6429	0.6688
6430	0.67969
6431	0.70019
6432	0.74895
6433	0.75951
6434	0.72308
6435	0.773
6436	0.79935
6437	0.62291
6438	0.69035
6439	8.1534e-002
6440	9.095e-002
6441	0.12506
6442	0.1081
6443	0.13108
6444	8.0724e-002
6445	0.12933
6446	0.46114
6447	0.37783
6448	0.30499
6449	0.47529
6450	0.35192
6451	0.41566
6452	0.31355
6453	0.3729
6454	2.5079e-002
6455	3.9231e-002
6456	3.3844e-002
6457	5.1966e-002
6458	6.0232e-002
6459	2.8548e-002
6460	7.7301e-002
6461	2.9163e-002
6462	1.0476
6463	0.98959
6464	1.1511
6465	1.0877
6466	1.1747
6467	0.83632
6468	1.2202
6469	0.1857
6470	0.14403
6471	0.25833
6472	0.26892
6473	0.20446
6474	0.1568
6475	0.27506
6476	0.13636
6477	0.12078
6478	0.14128
6479	0.1748
6480	0.17007
6481	0.18649
6482	0.12237
6483	0.15747
6484	0.11202
6485	0.24659
6486	0.18428
6487	0.11295
6488	0.16569
6489	0.23193
6490	0.13433
6491	0.10634
6492	0.13661
6493	0.418
6494	0.35455
6495	0.36718
6496	0.28107
6497	0.29915
6498	0.53558
6499	0.2163
6500	1.7846
6501	1.6954
6502	1.6397
6503	1.5968
6504	1.6194
6505	1.7381
6506	1.756
6507	1.6077
6508	1.7855
6509	1.5807
6510	4.04e-003
6511	1.0239e-002
6512	1.629e-002
6513	2.1495e-003
6514	1.2456e-002
6515	6.2593e-003
6516	1.4623e-002
6517	1.0783e-002
6518	5.1107e-003
6519	-2.4587e-003
6520	-6.9677e-004
6521	6.7709e-003
6522	5.417e-003
6523	-7.1795e-005
6524	1.2564e-003
6525	3.4598e-003
6526	5.6377e-003
6527	-4.7332e-002
6528	-4.8815e-002
6529	-4.6959e-002
6530	-5.0225e-002
6531	-4.7842e-002
6532	-5.0596e-002
6533	-4.7727e-002
6534	-4.6883e-002
6535	-2.8024e-002
6536	-2.6958e-002
6537	-3.4107e-002
6538	-3.3958e-002
6539	-2.9963e-002
6540	-3.0267e-002
6541	-2.7554e-002
6542	-3.4334e-002
6543	-2.6293e-002
6544	3.1793
6545	3.06
6546	3.0225
6547	2.8934
6548	2.8618
6549	3.1148
6550	3.1551
6551	1.0557
6552	1.1369
6553	1.3266
6554	1.0983
6555	1.3052
6556	1.2089
6557	1.248
6558	0.96332
6559	1.3324
6560	0.39122
6561	0.30798
6562	0.47957
6563	0.46133
6564	0.32021
6565	0.38248
6566	0.53576
6567	0.35101
6568	0.13416
6569	0.2912
6570	0.19808
6571	0.37003
6572	0.28133
6573	0.20682
6574	0.46994
6575	8.571e-002
6576	0.44154
6577	-3.0218e-002
6578	-3.9561e-002
6579	-3.0613e-002
6580	-3.6558e-002
6581	-3.5029e-002
6582	-3.0674e-002
6583	0.8346
6584	0.92742
6585	0.9366
6586	1.0646
6587	1.1024
6588	0.84384
6589	0.90574
6590	-3.314e-003
6591	-6.7582e-003
6592	-3.6862e-003
6593	-7.485e-003
6594	-7.2178e-003
6595	-5.0665e-003
6596	-6.5668e-003
6597	2.0202e-002
6598	1.4722e-002
6599	1.7851e-002
6600	2.094e-002
6601	1.6555e-002
6602	1.9639e-002
6603	1.5769e-002
6604	1.7548e-002
6605	1.8591e-002
6606	0.23355
6607	0.16203
6608	0.27445
6609	0.17128
6610	0.21946
6611	0.18768
6612	0.20708
6613	0.83991
6614	1.0374
6615	0.8777
6616	0.87089
6617	1.0592
6618	0.9725
6619	0.95982
6620	0.80957
6621	9.526e-003
6622	1.0293e-002
6623	9.373e-003
6624	9.9416e-003
6625	9.6361e-003
6626	1.0059e-002
6627	1.0321e-002
6628	-8.3435e-004
6629	1.5216e-003
6630	8.8891e-004
6631	-2.0525e-003
6632	-8.8264e-005
6633	-1.793e-003
6634	1.6158e-003
6635	5.0414e-004
6636	-1.5553e-002
6637	-2.396e-002
6638	-1.0294e-002
6639	-2.0889e-002
6640	-1.2395e-002
6641	-2.0429e-002
6642	-7.2876e-003
6643	-3.3952e-002
6644	-2.8838e-002
6645	-2.8805e-002
6646	-3.7621e-002
6647	-3.4731e-002
6648	-3.7927e-002
6649	-2.7272e-002
6650	-3.362e-002
6651	-2.3379e-002
6652	4.7025e-002
6653	4.5282e-002
6654	5.0901e-002
6655	4.2254e-002
6656	4.0357e-002
6657	3.9642e-002
6658	4.937e-002
6659	5.2338e-002
6660	3.1474e-002
6661	5.2724e-002
6662	0.29098
6663	0.37549
6664	0.38096
6665	0.22337
6666	0.27985
6667	0.22012
6668	0.40779
6669	0.25781
6670	1.788e-003
6671	8.2368e-004
6672	1.4253e-003
6673	9.5412e-004
6674	1.7695e-003
6675	6.0313e-004
6676	5.9871e-004
6677	2.3281e-003
6678	4.4004e-004
6679	0.37475
6680	0.34377
6681	0.26801
6682	0.27232
6683	0.3439
6684	0.30402
6685	0.22465
6686	0.4101
6687	6.6086e-002
6688	8.193e-002
6689	8.6299e-002
6690	5.6108e-002
6691	7.3679e-002
6692	6.0649e-002
6693	7.4106e-002
6694	6.3326e-002
6695	0.44915
6696	0.45475
6697	0.4176
6698	0.39518
6699	0.37044
6700	0.354
6701	0.42576
6702	0.34235
6703	0.30218
6704	0.2583
6705	0.35529
6706	0.28165
6707	0.27504
6708	0.32829
6709	0.34216
6710	0.23425
6711	1.215
6712	1.0484
6713	1.3851
6714	1.4025
6715	1.0817
6716	1.1368
6717	1.2792
6718	1.2328
6719	1.0623
6720	8.323e-002
6721	6.883e-002
6722	8.3616e-002
6723	7.8544e-002
6724	7.6679e-002
6725	6.5986e-002
6726	7.235e-002
6727	6.9349e-002
6728	8.6234e-002
6729	7.0904e-003
6730	9.7686e-003
6731	6.1524e-003
6732	9.3612e-003
6733	8.7887e-003
6734	7.9656e-003
6735	4.7975e-003
6736	1.0108e-002
6737	1.422e-002
6738	1.8645e-002
6739	2.6795e-002
6740	3.749e-002
6741	1.2292e-002
6742	3.058e-002
6743	3.6116e-002
6744	5.4734e-002
6745	1.3043e-002
6746	7.1443e-003
6747	9.8359e-003
6748	1.0995e-002
6749	1.0136e-002
6750	1.1895e-002
6751	9.4717e-003
6752	1.1418e-002
6753	1.1919e-002
6754	1.0324e-002
6755	1.0134e-002
6756	0.10461
6757	0.10588
6758	7.9862e-002
6759	6.8073e-002
6760	0.12098
6761	8.2813e-002
6762	7.264e-002
6763	8.2362e-002
6764	0.71
6765	0.67895
6766	0.88956
6767	0.72819
6768	0.80272
6769	0.89333
6770	0.81236
6771	1.0615
6772	0.62572
6773	-5.0312e-003
6774	-8.1086e-003
6775	-9.0666e-003
6776	-1.2065e-002
6777	-4.5128e-003
6778	-1.2636e-002
6779	-1.2864e-002
6780	-9.4859e-003
6781	0.22309
6782	0.18671
6783	0.17643
6784	0.15261
6785	0.21846
6786	0.14648
6787	0.14554
6788	0.17252
6789	0.17121
6790	8.6448e-002
6791	0.84436
6792	0.96046
6793	0.73542
6794	0.97465
6795	0.74794
6796	0.79859
6797	0.8939
6798	1.1558
6799	0.66887
6800	-3.8502e-002
6801	-4.1099e-002
6802	-3.0034e-002
6803	-3.8928e-002
6804	-3.2767e-002
6805	-3.1123e-002
6806	-3.5255e-002
6807	-2.9623e-002
6808	-3.6808e-002
6809	0.55713
6810	0.34287
6811	0.53696
6812	0.4691
6813	0.38503
6814	0.33876
6815	0.40846
6816	0.59088
6817	0.36856
6818	0.10326
6819	0.13928
6820	0.13579
6821	0.16283
6822	0.11295
6823	0.16267
6824	0.11638
6825	0.10751
6826	7.1103e-002
6827	4.6406e-002
6828	5.3983e-002
6829	5.9875e-002
6830	7.0661e-002
6831	4.7605e-002
6832	6.4283e-002
6833	6.1183e-002
6834	0.57872
6835	0.73614
6836	0.66313
6837	0.57602
6838	0.62946
6839	0.72553
6840	0.65218
6841	0.51423
6842	0.26688
6843	0.16442
6844	0.16423
6845	0.2251
6846	0.25991
6847	0.18287
6848	0.19565
6849	0.17065
6850	0.72804
6851	0.62565
6852	0.5565
6853	0.76496
6854	0.63647
6855	0.71018
6856	0.55473
6857	0.67436
6858	2.1004e-002
6859	3.8036e-002
6860	3.1402e-002
6861	2.4713e-002
6862	2.442e-002
6863	3.1404e-002
6864	3.5201e-002
6865	5.8285e-002
6866	1.3428e-002
6867	3.031e-002
6868	0.17444
6869	0.21731
6870	0.16063
6871	0.24308
6872	0.26515
6873	0.27332
6874	0.17854
6875	0.33803
6876	0.11965
6877	1.3285
6878	1.5683
6879	1.4878
6880	1.6252
6881	1.4231
6882	1.327
6883	1.3229
6884	1.9748e-002
6885	1.7254e-002
6886	2.2877e-002
6887	1.2319e-002
6888	1.1872e-002
6889	1.0613e-002
6890	2.7772e-002
6891	2.2889e-003
6892	7.9307e-002
6893	8.6226e-002
6894	7.9277e-002
6895	8.1988e-002
6896	8.6954e-002
6897	8.3801e-002
6898	8.3595e-002
6899	8.8314e-002
6900	1.8433e-002
6901	1.701e-002
6902	1.8511e-002
6903	1.7015e-002
6904	1.6425e-002
6905	1.6632e-002
6906	1.6773e-002
6907	2.2447
6908	1.8625
6909	2.0476
6910	1.9515
6911	1.8716
6912	2.1044
6913	2.07
6914	0.11855
6915	0.19853
6916	0.13356
6917	0.19529
6918	0.17377
6919	0.1574
6920	0.14376
6921	0.79028
6922	0.7787
6923	1.116
6924	0.92331
6925	0.948
6926	1.0311
6927	0.91621
6928	3.095e-002
6929	2.7688e-002
6930	3.6772e-002
6931	4.0946e-002
6932	2.7422e-002
6933	6.4518e-002
6934	3.3703e-002
6935	0.51697
6936	0.34928
6937	0.29497
6938	0.47814
6939	0.27838
6940	0.42857
6941	0.24989
6942	0.59543
6943	2.6259
