Node Number	Directional Deformation (µm)
12455	1.6633
12456	1.569
12457	1.4328
12458	1.525
12459	1.6708
12460	1.5185
12461	5.8895e-003
12462	6.7093e-003
12463	1.8556e-002
12464	2.1026e-002
12465	3.2849e-002
12466	-1.9859e-003
12467	8.4124e-003
12468	6.7894e-003
12469	8.6188e-003
12470	7.1274e-003
12471	6.9082e-003
12472	9.9536e-003
12473	1.1706e-002
12474	1.1109e-002
12475	9.723e-003
12476	8.9983e-003
12477	1.1023e-002
12478	4.5621e-003
12479	6.1695e-003
12480	2.2502e-002
12481	1.9507e-002
12482	6.8411e-003
12483	3.7273e-002
12484	8.3641e-003
12485	3.269e-002
12486	4.2184e-002
12487	8.2663e-002
12488	7.471e-002
12489	4.986e-002
12490	0.10348
12491	4.2544e-002
12492	-6.7401e-003
12493	-6.8011e-003
12494	-1.0433e-002
12495	-8.6564e-003
12496	-7.0229e-003
12497	-8.2077e-003
12498	-1.6906e-002
12499	-1.8253e-002
12500	-1.3479e-002
12501	-1.6016e-002
12502	-1.4852e-002
12503	-1.5668e-002
12504	-3.0059e-002
12505	-2.9946e-002
12506	-4.0506e-002
12507	-3.8095e-002
12508	-3.2389e-002
12509	-3.7049e-002
12510	8.743e-002
12511	9.7135e-002
12512	0.13307
12513	0.12969
12514	0.11984
12515	2.6242
12516	2.5832
12517	2.3226
12518	2.3247
12519	2.293
12520	0.13029
12521	0.14026
12522	0.19293
12523	0.19308
12524	0.15771
12525	9.2338e-002
12526	9.6504e-002
12527	4.5763e-002
12528	5.1399e-002
12529	5.4582e-002
12530	0.10412
12531	0.10949
12532	1.06e-002
12533	1.2055e-002
12534	1.9757e-002
12535	2.3388e-002
12536	2.7171e-002
12537	1.2437e-003
12538	4.8954e-003
12539	1.6784e-002
12540	2.8723e-003
12541	8.8888e-003
12542	1.9888e-002
12543	4.0774e-004
12544	-1.536e-002
12545	-1.6708e-002
12546	-1.2845e-002
12547	-1.2596e-002
12548	1.7533
12549	1.5629
12550	1.7352
12551	1.5269
12552	9.5561e-004
12553	5.8898e-004
12554	2.1944e-003
12555	1.8735e-003
12556	1.4337e-003
12557	2.9701e-003
12558	4.4173e-005
12559	-2.997e-003
12560	-7.5467e-003
12561	0.21093
12562	0.43493
12563	0.24793
12564	0.22268
12565	8.8853e-004
12566	-7.1871e-004
12567	2.0886e-003
12568	4.6651e-003
12569	5.4165e-003
12570	2.5059e-003
12571	8.5856e-003
12572	8.7953e-003
12573	1.1062e-002
12574	1.083e-002
12575	1.2822e-002
12576	7.2904e-003
12577	-6.347e-003
12578	-2.3573e-003
12579	2.6352e-003
12580	1.3545e-002
12581	7.9925e-003
12582	4.0218e-003
12583	-1.4594e-003
12584	-1.3466e-003
12585	9.9524e-004
12586	4.6562e-003
12587	2.2046e-002
12588	5.2327e-003
12589	-3.6545e-003
12590	-9.4355e-004
12591	1.707e-003
12592	3.8184e-003
12593	1.7185e-003
12594	2.0515e-003
12595	2.8706e-003
12596	2.5588e-003
12597	2.9334
12598	2.8068
12599	2.9079
12600	2.8652
12601	2.8026
12602	2.9083
12603	2.42
12604	2.2752
12605	2.0818
12606	2.2877
12607	2.401
12608	2.1639
12609	2.1792
12610	0.278
12611	0.38559
12612	0.32675
12613	0.4254
12614	0.21072
12615	0.47335
12616	5.4283e-002
12617	6.2554e-002
12618	7.501e-002
12619	6.5449e-002
12620	5.7398e-002
12621	7.1473e-002
12622	4.2033e-002
12623	7.7418e-002
12624	-3.1502e-003
12625	-5.9553e-003
12626	-5.4161e-003
12627	-9.9e-003
12628	1.184e-003
12629	-8.7342e-003
12630	3.3291
12631	3.4003
12632	3.3989
12633	3.348
12634	3.2805
12635	3.2875
12636	8.6641e-003
12637	6.8328e-003
12638	4.1028e-003
12639	1.0838e-002
12640	5.7546e-003
12641	-2.0497e-003
12642	-5.7306e-003
12643	3.2266e-003
12644	1.3612e-002
12645	1.3618e-002
12646	-2.0605e-003
12647	7.6151e-002
12648	6.775e-002
12649	4.2377e-002
12650	3.5407e-002
12651	4.3198e-002
12652	2.1429e-002
12653	2.1326e-002
12654	1.0772e-002
12655	6.0785e-003
12656	6.7345e-003
12657	1.0152e-002
12658	1.0147e-002
12659	3.5108e-003
12660	-3.2672e-003
12661	-1.5067e-003
12662	-1.9896e-003
12663	-1.5552e-004
12664	2.7048e-003
12665	1.0844e-002
12666	-8.1903e-004
12667	-8.4956e-004
12668	4.2404e-003
12669	-2.3569e-002
12670	-1.2785e-003
12671	-2.0866e-002
12672	-1.2001e-002
12673	-7.5508e-004
12674	7.6905e-003
12675	1.0975e-004
12676	-6.3821e-003
12677	-2.5484e-003
12678	4.3771e-003
12679	1.124e-002
12680	1.254e-002
12681	7.6841e-003
12682	4.524e-003
12683	4.5619e-003
12684	6.3833e-003
12685	9.4576e-003
12686	9.055e-003
12687	1.3576e-002
12688	2.7615e-003
12689	8.3145e-002
12690	0.21795
12691	0.10365
12692	0.18452
12693	0.20311
12694	0.40331
12695	5.6891e-003
12696	4.4435e-003
12697	2.2951e-003
12698	3.7991e-003
12699	2.7599e-003
12700	2.1052e-003
12701	5.1054e-003
12702	3.9719e-003
12703	-2.619e-003
12704	1.5625e-003
12705	6.5815e-003
12706	8.593e-003
12707	2.1624e-003
12708	1.0313
12709	1.0207
12710	1.0094
12711	1.0185
12712	0.99941
12713	0.99894
12714	1.0079
12715	1.0116
12716	1.0836
12717	1.2005
12718	1.0993
12719	1.1269
12720	1.1827
12721	1.0494
12722	1.2479
12723	0.90314
12724	0.85288
12725	0.90794
12726	0.93293
12727	0.30858
12728	0.17877
12729	0.14672
12730	0.15543
12731	0.15314
12732	8.163e-002
12733	0.38844
12734	0.11
12735	3.1752e-002
12736	5.8879e-002
12737	5.0283e-002
12738	0.11441
12739	3.5541e-002
12740	0.86501
12741	0.79452
12742	0.86413
12743	0.73776
12744	0.92733
12745	-1.7512e-003
12746	2.1307e-003
12747	1.1227e-003
12748	2.4536e-004
12749	1.6639e-003
12750	6.0665e-003
12751	-2.8968e-003
12752	8.2593e-003
12753	1.7743e-002
12754	1.6244e-002
12755	9.2966e-003
12756	1.2213e-002
12757	1.6609e-002
12758	-3.8617e-002
12759	-4.3542e-002
12760	-4.2152e-002
12761	-3.8799e-002
12762	-4.2011e-002
12763	0.40933
12764	0.29248
12765	0.44005
12766	0.30315
12767	0.54978
12768	0.24459
12769	0.23051
12770	4.2201e-003
12771	-6.382e-004
12772	2.4236e-003
12773	1.994e-003
12774	1.3473e-003
12775	0.2454
12776	0.14857
12777	0.22903
12778	0.18856
12779	0.11129
12780	0.20021
12781	6.5072e-003
12782	6.737e-003
12783	7.2007e-003
12784	6.4923e-003
12785	8.9563e-003
12786	5.8225e-003
12787	7.3657e-003
12788	-1.1982e-002
12789	-9.1737e-003
12790	-1.2141e-002
12791	-1.0041e-002
12792	-8.7534e-003
12793	0.93945
12794	0.67723
12795	0.68449
12796	0.65637
12797	0.74558
12798	0.48367
12799	0.36464
12800	0.41827
12801	0.57569
12802	0.4837
12803	0.79631
12804	0.98478
12805	0.79267
12806	0.87192
12807	0.87748
12808	0.74701
12809	1.1101
12810	9.1625e-002
12811	0.10891
12812	0.13083
12813	0.12373
12814	0.10609
12815	0.29323
12816	0.31332
12817	0.33882
12818	0.25145
12819	0.27234
12820	0.37782
12821	0.22306
12822	2.0366e-002
12823	9.5162e-003
12824	3.6026e-003
12825	-6.2205e-003
12826	1.6571e-002
12827	1.5991
12828	1.6779
12829	1.5866
12830	1.7103
12831	1.5056
12832	1.5778
12833	7.9878e-003
12834	8.3738e-003
12835	-2.0032e-002
12836	-8.6274e-003
12837	-2.1315e-002
12838	-1.8333e-002
12839	0.15188
12840	0.19243
12841	0.11847
12842	0.15665
12843	0.18207
12844	-4.1504e-003
12845	-4.8024e-003
12846	-2.0332e-003
12847	-2.1491e-003
12848	-3.6149e-003
12849	-2.9534e-003
12850	-8.6743e-003
12851	-9.3872e-003
12852	-1.4069e-002
12853	-2.6443e-003
12854	-5.1483e-003
12855	-1.2878e-002
12856	3.5722e-003
12857	2.4414e-003
12858	5.4359e-003
12859	3.5005e-003
12860	5.0493e-003
12861	2.9857e-003
12862	4.6382e-003
12863	6.5272e-003
12864	1.1292e-002
12865	9.834e-003
12866	8.7817e-003
12867	7.9174e-003
12868	1.0408e-002
12869	1.3534e-002
12870	7.5481e-003
12871	2.8623e-002
12872	3.5245e-002
12873	2.2908e-002
12874	1.3479e-002
12875	1.5337e-002
12876	2.7665e-002
12877	2.4905e-002
12878	1.5434e-002
12879	0.31387
12880	0.39956
12881	0.30645
12882	0.33101
12883	0.1247
12884	0.47271
12885	1.2358
12886	1.0416
12887	1.1576
12888	0.88406
12889	0.45277
12890	0.55374
12891	0.61479
12892	0.48775
12893	0.58126
12894	0.46265
12895	1.1652
12896	1.0595
12897	1.1415
12898	0.94059
12899	0.79785
12900	-4.6707e-003
12901	-9.8935e-003
12902	-2.5848e-002
12903	-5.7503e-003
12904	-2.339e-002
12905	-1.3325e-002
12906	-2.6036e-002
12907	1.159e-004
12908	6.3233e-002
12909	7.43e-002
12910	6.844e-002
12911	6.5728e-002
12912	7.5711e-002
12913	5.7132e-002
12914	7.063e-002
12915	0.3088
12916	0.2603
12917	0.38726
12918	0.27891
12919	0.23557
12920	0.52296
12921	0.72111
12922	0.62371
12923	0.48733
12924	0.35451
12925	0.85879
12926	0.69117
12927	0.48373
12928	0.6502
12929	0.56285
12930	0.58755
12931	0.61238
12932	0.54449
12933	0.72489
12934	0.55612
12935	0.55989
12936	0.40318
12937	0.34518
12938	0.41855
12939	0.36606
12940	0.36629
12941	0.36827
12942	1.0564e-002
12943	1.1967e-002
12944	1.3403e-002
12945	1.0915e-002
12946	1.3243e-002
12947	1.0716e-002
12948	6.7227e-003
12949	5.0401e-003
12950	5.9941e-003
12951	4.8934e-003
12952	7.4305e-003
12953	5.164e-003
12954	4.3966e-003
12955	0.61166
12956	0.5844
12957	0.59103
12958	0.68209
12959	0.57675
12960	0.24052
12961	0.17496
12962	0.20552
12963	0.22936
12964	0.13211
12965	0.2756
12966	3.8366e-002
12967	2.9001e-002
12968	3.8261e-002
12969	2.8103e-002
12970	0.82712
12971	0.81262
12972	0.78476
12973	0.82432
12974	0.31545
12975	0.22495
12976	0.37138
12977	0.25596
12978	0.72384
12979	0.64413
12980	0.64074
12981	0.66175
12982	2.0342
12983	2.2603
12984	2.1472
12985	2.0576
12986	2.9605
12987	2.7098
12988	2.7599
12989	2.632
12990	2.5681
12991	3.1901e-003
12992	5.1443e-003
12993	4.3533e-003
12994	5.1843e-003
12995	4.5998e-003
12996	3.6043e-003
12997	8.2573e-002
12998	3.8979e-002
12999	0.12441
13000	0.10441
13001	0.15032
13002	7.1244e-003
13003	3.7591e-002
13004	3.4412e-002
13005	5.6094e-002
13006	6.4706e-002
13007	5.5764e-002
13008	0.10037
13009	6.4699e-002
13010	0.14686
13011	0.13149
13012	4.43e-002
13013	0.20486
13014	0.12611
13015	9.764e-002
13016	4.8026e-002
13017	0.15615
13018	0.13225
13019	4.7526e-002
13020	0.13799
13021	4.8055e-002
13022	5.2713e-002
13023	7.1422e-002
13024	7.7597e-002
13025	9.1376e-002
13026	3.6317e-002
13027	2.4381e-003
13028	2.4549e-003
13029	4.5586e-003
13030	4.1106e-003
13031	3.2994e-003
13032	2.4373e-002
13033	1.8098e-002
13034	3.6502e-002
13035	4.0855e-002
13036	3.0906e-002
13037	0.53255
13038	0.87574
13039	0.63933
13040	0.85619
13041	0.7385
13042	-3.1507e-002
13043	-2.054e-002
13044	-3.1122e-002
13045	-2.1515e-002
13046	-2.6834e-002
13047	-2.702e-002
13048	3.7175e-003
13049	3.9606e-003
13050	5.6433e-003
13051	5.4996e-003
13052	2.4966e-003
13053	5.8839e-003
13054	3.7828e-002
13055	3.998e-002
13056	9.538e-002
13057	9.9709e-002
13058	0.10617
13059	1.4431
13060	1.3243
13061	1.4114
13062	1.303
13063	1.3862
13064	-1.3474e-003
13065	4.843e-004
13066	-3.5695e-003
13067	-1.7914e-003
13068	-1.5996e-004
13069	-3.8924e-004
13070	1.0861e-003
13071	-6.4243e-003
13072	-4.6441e-003
13073	-3.5445e-003
13074	7.8289e-002
13075	9.4738e-002
13076	7.3155e-002
13077	8.7978e-002
13078	6.3719e-002
13079	0.11011
13080	1.442e-002
13081	1.673e-002
13082	1.9493e-002
13083	2.216e-002
13084	2.844e-002
13085	1.5314e-002
13086	-1.7988e-002
13087	-1.4342e-002
13088	5.9976e-003
13089	1.9412e-002
13090	6.0614e-002
13091	-2.5561e-002
13092	0.53598
13093	0.68963
13094	0.50416
13095	0.63541
13096	0.72028
13097	1.7391e-003
13098	2.7446e-003
13099	2.8119e-003
13100	3.9334e-003
13101	4.0544e-003
13102	3.5442e-003
13103	7.4824e-003
13104	7.3742e-003
13105	8.2493e-003
13106	5.9541e-003
13107	8.6859e-003
13108	3.9577e-003
13109	4.9178e-003
13110	1.1748e-003
13111	-1.6207e-003
13112	8.4577e-003
13113	-3.3692e-002
13114	-3.7458e-002
13115	-4.0362e-002
13116	-3.0356e-002
13117	-8.3015e-003
13118	-5.9193e-003
13119	-5.0234e-003
13120	-4.6584e-003
13121	0.42674
13122	0.56904
13123	0.41776
13124	0.58624
13125	0.50191
13126	0.33112
13127	0.65995
13128	0.66913
13129	0.78567
13130	0.77355
13131	0.62053
13132	2.688e-002
13133	2.7518e-002
13134	4.0969e-002
13135	4.1778e-002
13136	3.2733e-002
13137	2.9401e-002
13138	3.1243e-002
13139	2.3994
13140	2.1355
13141	1.9555
13142	2.0838
13143	2.3089
13144	2.0305
13145	3.0556e-003
13146	3.742e-003
13147	2.7365e-003
13148	2.5519e-003
13149	3.8351e-003
13150	1.998e-003
13151	2.2616e-003
13152	3.0513e-003
13153	2.9182e-003
13154	2.7161e-003
13155	3.7268e-003
13156	3.5581e-003
13157	5.0453e-003
13158	2.2398e-003
13159	3.0358e-003
13160	0.14367
13161	0.23572
13162	0.27189
13163	0.20579
13164	0.15522
13165	0.19236
13166	0.91542
13167	0.92294
13168	0.90007
13169	0.87655
13170	0.86849
13171	0.939
13172	0.9119
13173	0.51367
13174	0.86164
13175	0.96119
13176	0.72745
13177	0.76995
13178	6.3146e-002
13179	3.3014e-002
13180	6.2178e-002
13181	8.7835e-002
13182	3.0666e-002
13183	0.17884
13184	1.5089e-002
13185	1.0923e-002
13186	1.6775e-002
13187	1.1629e-002
13188	1.6652e-002
13189	1.0369e-002
13190	2.4052e-002
13191	2.8885e-002
13192	3.0627e-002
13193	2.7509e-002
13194	2.5044e-002
13195	2.8964e-002
13196	0.74642
13197	0.64689
13198	0.58037
13199	0.63308
13200	0.66509
13201	0.9463
13202	0.96117
13203	0.92081
13204	0.89696
13205	0.92542
13206	0.90197
13207	0.98011
13208	2.9895e-002
13209	2.4752e-002
13210	4.6899e-002
13211	4.0916e-002
13212	2.6514e-002
13213	5.0784e-002
13214	6.0509e-002
13215	1.4011
13216	1.6763
13217	1.7491
13218	1.4082
13219	1.5085
13220	3.4
13221	3.3157
13222	3.4875
13223	3.5009
13224	3.4561
13225	3.4851
13226	3.4512
13227	3.2843
13228	0.67305
13229	0.59973
13230	0.73413
13231	0.79887
13232	0.73604
13233	0.17946
13234	0.19347
13235	0.13218
13236	0.12645
13237	0.11327
13238	0.65347
13239	0.58116
13240	0.68243
13241	0.62105
13242	0.55451
13243	0.61807
13244	0.64864
13245	0.55699
13246	0.58433
13247	0.61325
13248	1.565e-002
13249	1.6016e-002
13250	9.6494e-003
13251	9.1952e-003
13252	1.2041e-002
13253	-2.4067e-003
13254	-3.5566e-004
13255	-1.0155e-002
13256	-7.3456e-003
13257	3.2801e-003
13258	-1.1671e-002
13259	1.5215e-002
13260	0.85574
13261	0.71694
13262	0.79367
13263	0.84957
13264	0.73778
13265	0.65531
13266	0.8598
13267	6.6994e-003
13268	1.7901e-002
13269	6.4523e-003
13270	1.224e-002
13271	1.5895e-002
13272	0.3716
13273	0.77133
13274	0.61617
13275	0.42415
13276	0.33104
13277	0.68418
13278	0.83196
13279	-2.4485e-002
13280	-4.0512e-002
13281	-2.8425e-002
13282	-3.4712e-002
13283	-3.0069e-002
13284	4.896e-004
13285	6.7249e-003
13286	1.7882e-003
13287	4.2598e-003
13288	7.7269e-003
13289	-1.5676e-004
13290	0.19336
13291	0.16884
13292	0.14295
13293	0.22839
13294	0.13753
13295	0.11768
13296	0.16696
13297	1.7182
13298	1.5649
13299	1.6402
13300	1.6369
13301	1.4186
13302	1.8368
13303	-8.9066e-003
13304	-1.0381e-002
13305	-9.1084e-003
13306	-1.0581e-002
13307	-9.8401e-003
13308	-9.6181e-003
13309	-9.401e-003
13310	-1.1706e-002
13311	-1.6576e-002
13312	-1.394e-002
13313	-1.3937e-002
13314	-1.2004e-002
13315	-1.2034e-002
13316	4.0955e-002
13317	3.0911e-002
13318	3.3555e-002
13319	3.8776e-002
13320	2.8096e-002
13321	4.5454e-002
13322	1.1551e-002
13323	1.8208e-002
13324	1.4596e-002
13325	1.491e-002
13326	1.0768e-002
13327	1.3374e-002
13328	-2.9301e-003
13329	-2.7186e-002
13330	-1.1448e-002
13331	-3.538e-002
13332	-1.8294e-002
13333	-1.9025e-002
13334	8.6156e-002
13335	0.20113
13336	8.8968e-002
13337	0.17395
13338	0.13537
13339	3.843e-002
13340	6.6069e-002
13341	7.0884e-002
13342	8.1812e-002
13343	-8.323e-003
13344	-8.3832e-003
13345	-7.6089e-003
13346	-7.5978e-003
13347	1.2077e-003
13348	1.0916e-002
13349	-9.5052e-004
13350	1.058e-002
13351	1.3163e-003
13352	5.4163e-003
13353	1.7862e-002
13354	1.5125e-002
13355	-5.7486e-004
13356	3.1583e-002
13357	-1.5186e-003
13358	3.0378e-005
13359	-3.2131e-005
13360	-3.4712e-003
13361	-1.5911e-003
13362	5.4652e-002
13363	0.10173
13364	7.7669e-002
13365	5.8504e-002
13366	2.102e-002
13367	4.5005e-002
13368	1.3761e-002
13369	4.7492e-002
13370	4.2967e-002
13371	4.1127e-002
13372	0.10422
13373	0.19619
13374	0.1435
13375	0.10347
13376	0.13093
13377	1.8192
13378	1.6646
13379	1.7814
13380	1.7199
13381	1.9024
13382	1.5372
13383	1.7153
13384	1.8103
13385	1.662
13386	1.7174
13387	1.5563
13388	1.7196
13389	1.7733
13390	3.0783e-003
13391	1.1932e-003
13392	-6.7042e-004
13393	3.6251e-003
13394	-4.2728e-003
13395	9.9328e-003
13396	5.3327e-002
13397	9.1909e-002
13398	9.2718e-002
13399	7.2179e-002
13400	0.15335
13401	0.24683
13402	0.19203
13403	0.10903
13404	0.39984
13405	9.5201e-002
13406	0.22409
13407	4.1951e-003
13408	6.938e-003
13409	6.0687e-003
13410	5.2039e-003
13411	6.5645e-003
13412	-2.4788e-004
13413	5.2134e-004
13414	8.805e-004
13415	3.7465e-004
13416	2.6801e-003
13417	-2.3043e-002
13418	-3.1279e-002
13419	-2.4714e-002
13420	-4.3374e-002
13421	-1.5716e-002
13422	2.6326e-002
13423	4.9557e-002
13424	2.3342e-002
13425	5.701e-002
13426	5.0328e-002
13427	4.5081e-002
13428	0.10537
13429	0.13905
13430	0.124
13431	0.10321
13432	4.3197e-002
13433	5.8603e-002
13434	5.9891e-002
13435	5.0577e-002
13436	4.7646e-002
13437	7.4058e-002
13438	0.8829
13439	0.97001
13440	0.90089
13441	1.0267
13442	0.86789
13443	0.7822
13444	1.1088
13445	-8.4432e-004
13446	-4.9235e-003
13447	-1.4064e-002
13448	-4.0771e-002
13449	-3.1449e-002
13450	-2.8616e-002
13451	-8.5151e-003
13452	-2.1049e-002
13453	-1.8768e-002
13454	-1.9059e-002
13455	-2.3761e-002
13456	-2.4473e-002
13457	-2.3579e-002
13458	-1.8251e-002
13459	1.8134e-002
13460	1.3639e-002
13461	1.184e-002
13462	2.6903e-002
13463	3.748e-002
13464	3.0915e-002
13465	2.2245e-002
13466	-1.5372e-002
13467	-1.1305e-002
13468	-1.1219e-002
13469	-2.7852e-002
13470	-4.0534e-002
13471	-2.4944e-002
13472	1.4608e-002
13473	1.8162e-002
13474	1.5717e-002
13475	1.3955e-002
13476	1.8652e-002
13477	-8.08e-003
13478	-2.6842e-003
13479	1.5006e-004
13480	-5.1943e-003
13481	-1.9932e-003
13482	0.10251
13483	0.14858
13484	6.2635e-002
13485	6.108e-002
13486	0.1531
13487	0.12971
13488	3.3325e-003
13489	1.6766
13490	1.5669
13491	1.5771
13492	1.6562
13493	1.5613
13494	2.531e-002
13495	1.576e-002
13496	2.6709e-002
13497	1.8734e-002
13498	2.354e-002
13499	0.25918
13500	0.36648
13501	0.31892
13502	0.28717
13503	0.34767
13504	0.2248
13505	0.32134
13506	0.22808
13507	0.43031
13508	0.14337
13509	0.305
13510	0.29042
13511	0.34744
13512	0.37198
13513	0.39195
13514	0.46229
13515	0.21418
13516	9.029e-002
13517	8.1301e-002
13518	0.13111
13519	8.6042e-002
13520	7.4655e-002
13521	8.1228e-002
13522	0.13882
13523	0.11689
13524	2.2136
13525	2.0169
13526	1.8861
13527	2.0953
13528	1.746
13529	2.8528e-002
13530	3.0152e-002
13531	2.6377e-002
13532	3.0092e-002
13533	2.0522e-002
13534	1.9569e-002
13535	1.8104e-002
13536	1.7971e-002
13537	1.95e-002
13538	0.70402
13539	0.77191
13540	0.65324
13541	0.6451
13542	0.77946
13543	0.54379
13544	0.52421
13545	0.77346
13546	0.45311
13547	0.2583
13548	0.22315
13549	0.18155
13550	0.18046
13551	0.25056
13552	0.16875
13553	1.7765
13554	2.1344
13555	2.0655
13556	2.0285
13557	1.9978
13558	5.8241e-002
13559	8.0742e-002
13560	5.695e-002
13561	5.2489e-002
13562	3.1454e-002
13563	0.12765
13564	0.15552
13565	0.11878
13566	7.8279e-002
13567	0.13777
13568	1.2906e-004
13569	8.9351e-003
13570	3.9374e-003
13571	3.7702e-003
13572	-3.6797e-003
13573	1.3284e-003
13574	1.26e-004
13575	2.8426e-004
13576	9.4412e-004
13577	1.8191
13578	1.7985
13579	1.8888
13580	1.6269
13581	1.9379
13582	1.7444
13583	-1.2785e-002
13584	-1.5497e-002
13585	-1.4294e-002
13586	-1.3647e-002
13587	-1.2651e-002
13588	-1.2175e-002
13589	4.1312e-002
13590	3.5806e-002
13591	4.9152e-002
13592	4.2898e-002
13593	2.636e-002
13594	4.3629e-002
13595	4.3821e-002
13596	3.78e-002
13597	4.4519e-002
13598	3.4435e-002
13599	4.0729e-002
13600	1.2224
13601	1.368
13602	1.3629
13603	1.5089
13604	1.6521
13605	0.91699
13606	0.9442
13607	1.2056
13608	0.85603
13609	1.5022
13610	0.98574
13611	0.82272
13612	0.63142
13613	0.80601
13614	0.6427
13615	1.0074
13616	0.5299
13617	1.0485
13618	0.91054
13619	1.0014
13620	0.89164
13621	1.1152
13622	0.19679
13623	0.14777
13624	0.32801
13625	0.25965
13626	0.19891
13627	0.14137
13628	0.20783
13629	0.1188
13630	0.16607
13631	0.15353
13632	0.13227
13633	0.11539
13634	0.17163
13635	0.15305
13636	0.15145
13637	0.12294
13638	0.1922
13639	0.20084
13640	0.16439
13641	0.14712
13642	0.64113
13643	0.8447
13644	0.64855
13645	0.87014
13646	0.7282
13647	0.43411
13648	0.54987
13649	0.53681
13650	0.44432
13651	0.60733
13652	-2.9701e-002
13653	-9.7951e-003
13654	-2.5248e-002
13655	-1.2449e-002
13656	-2.8877e-002
13657	-8.1805e-003
13658	-4.7047e-002
13659	-3.5394e-002
13660	-4.2945e-002
13661	-4.0761e-002
13662	0.14613
13663	0.11874
13664	0.12361
13665	0.14439
13666	0.13351
13667	0.16333
13668	0.15662
13669	0.15412
13670	0.14572
13671	0.14718
13672	-4.1757e-003
13673	-6.8602e-003
13674	-8.5953e-003
13675	-1.564e-003
13676	-5.1951e-003
13677	-2.0933e-003
13678	-7.4402e-004
13679	-4.769e-003
13680	-6.2084e-003
13681	-4.5895e-003
13682	3.9031e-003
13683	1.3687e-003
13684	2.236e-003
13685	3.0853e-003
13686	3.6334e-003
13687	1.2751e-003
13688	3.1366e-003
13689	4.5652e-003
13690	3.7271e-003
13691	5.4215e-003
13692	5.2991e-003
13693	3.4924e-003
13694	4.9768e-003
13695	0.734
13696	0.95139
13697	0.85179
13698	0.84526
13699	1.0053
13700	0.77459
13701	0.66417
13702	0.54632
13703	0.54854
13704	0.72011
13705	0.50665
13706	0.64417
13707	0.56582
13708	0.40025
13709	0.14133
13710	0.1763
13711	0.20959
13712	0.11039
13713	0.10302
13714	0.1597
13715	9.5565e-002
13716	0.10047
13717	0.12061
13718	0.15336
13719	8.903e-002
13720	2.3972e-003
13721	7.4786e-003
13722	8.4041e-003
13723	1.6284e-003
13724	2.8312e-003
13725	-2.8909e-003
13726	-8.8856e-004
13727	-1.2838e-003
13728	1.392e-003
13729	7.221e-005
13730	0.52553
13731	0.624
13732	0.67929
13733	0.52695
13734	0.63767
13735	0.1305
13736	0.11411
13737	0.14532
13738	0.1103
13739	0.13584
13740	3.7221e-002
13741	4.1177e-002
13742	5.2307e-002
13743	5.8086e-002
13744	5.3261e-002
13745	5.5189e-002
13746	1.8602e-002
13747	2.0341e-002
13748	2.4609e-002
13749	1.5696e-002
13750	1.3941
13751	1.4768
13752	1.8368
13753	1.8339
13754	1.2234
13755	0.71845
13756	0.86366
13757	0.94534
13758	0.75541
13759	0.73435
13760	1.568e-002
13761	5.5686e-002
13762	8.3591e-002
13763	1.5997e-002
13764	0.11067
13765	0.52301
13766	0.49295
13767	0.55357
13768	0.49899
13769	0.51622
13770	3.3687e-002
13771	5.9049e-002
13772	3.8487e-002
13773	1.8841e-002
13774	1.0214e-002
13775	0.48194
13776	0.55766
13777	0.59162
13778	0.51209
13779	2.5093e-002
13780	1.8198e-002
13781	2.3613e-002
13782	5.2207e-003
13783	4.3439e-002
13784	1.4725e-002
13785	-1.8334e-002
13786	-5.4041e-003
13787	-1.1516e-003
13788	-2.0424e-002
13789	-2.7526e-003
13790	-3.1179e-002
13791	-8.2876e-003
13792	4.0897e-003
13793	2.6175e-003
13794	5.2404e-003
13795	7.2133e-003
13796	1.6272e-003
13797	0.98729
13798	1.284
13799	1.0551
13800	1.0225
13801	0.39652
13802	0.35111
13803	0.3311
13804	0.24795
13805	0.1605
13806	7.9188e-002
13807	0.12696
13808	0.15487
13809	1.0797e-002
13810	0.22384
13811	1.5921e-002
13812	1.226e-002
13813	2.2932e-002
13814	1.4494e-002
13815	4.1773e-002
13816	3.3555e-002
13817	3.8761e-002
13818	3.8762e-002
13819	0.11756
13820	0.14395
13821	0.14421
13822	0.11764
13823	0.12457
13824	0.13853
13825	4.5259e-002
13826	4.2855e-002
13827	4.0398e-002
13828	4.4269e-002
13829	4.2955e-002
13830	4.4835e-002
13831	-5.9731e-002
13832	-6.8891e-002
13833	-6.1874e-002
13834	-6.3654e-002
13835	2.9816e-003
13836	2.9938e-003
13837	2.783e-003
13838	4.9798e-003
13839	2.2551e-003
13840	2.8572e-003
13841	6.0485e-003
13842	1.2824e-002
13843	1.427e-002
13844	1.3299e-002
13845	1.1718e-002
13846	1.1411
13847	0.92255
13848	0.8982
13849	1.0987
13850	0.83297
13851	1.2063
13852	1.0235
13853	1.2228
13854	1.0625
13855	1.1424
13856	0.11051
13857	0.11049
13858	9.8698e-002
13859	0.10089
13860	9.9396e-002
13861	0.10152
13862	0.12077
13863	0.49972
13864	0.3922
13865	0.53888
13866	0.58155
13867	0.28637
13868	0.56919
13869	5.3229e-003
13870	2.1778e-003
13871	6.4181e-003
13872	9.9768e-003
13873	2.2634e-004
13874	1.5413e-002
13875	1.9441e-002
13876	1.6073e-002
13877	1.9919e-002
13878	1.6573e-002
13879	1.2421
13880	1.002
13881	1.2296
13882	1.0502
13883	1.1896
